PA/gchi+	Very
gshkamdoon	Pucker
gshkamaakdooneni	Pucker
gshkaabka'ge	Lock
gshiyaa	Shy
gshi'we	Timid
gpaggozhe	Bundle
gpagdoon	Thick-lipped
gozhew'o	Blanket
goopjiyaa	Jerk
goopjibii	Drunk
goojge	Hang
goodaawe	Hang
gonaabaawzo	Shelter
-gon'gizi	Date
gokwisge	Glue
gnwaakkiigmedema	Snot
gnwaakjiindbe	Smart
gnwaakgwiiwe	Long-necked
gnwaakdoonetaa	Pucker
gnik'ige	Scoop
gnignaama	Ticklish
gnegzi	Long
gnegpizo	Gown
gndaawoode	Embed
gndaajiishkwegmitoo	Wallow
gnawaabshki	Stare
gnagjiiyaapi	Chortle
gnagjii	Ticklish
gnaakgwiiwe	Long-necked
gnaabiigzide	Long-footed
gnaabiignike	Long-armed
gnaabiiggaade	Long-legged
gjikjige	Cut
gjaabshkaa	Bulge
gimaawaakdabi	Throne
giizhoopnaawso	Swaddle
giizhoonaamo	Warm
giizhoo'idza	Warm-up
giizhgaanza	Sky-blue
giizhaanza	Ripe
giiwzekwe	Cook
giiwtaagoojin	Hang
giiwshkwenooza	Dizzy
giiwshkwenepwaa	Dizzy
giiwshkwenaama	Dizzy
giiwshkwebiidaabaan'go	Drunk
giiwnimo	Lie
giiwnaajnezi	Crazy
giiwnaajmase	Crazy
giiwnaajbiza	Crazy
giiwnaajbatoo	Crazy
giiwnaadnakzaawe	Stoned
giiwnaadnakza	Stoned
giiwaazaabminaagzi	Incongruous
giiwaazaabi	Blurry
giiwaajgindaasa	Miscount
giiwaajbii	Drunk
giiwaadaapne	Sick
giiwaad'amaaza	Off-key
giitaakwii	Escape
giitaakjige	Circle
giitaabtoo	Circle
giishkzangwaabshkaa	Drowsy
giishkgwese	Decapitate
giishkdiiye	Tailless
giishkaakwe'ge	Chop
giishkaakjin	Tear
giishkaajma	Interrupt
giishkaadaan'gidoon	Interrupt
giishk'age	Chop
giinwishki	Lie
gii'we	Escape
gii'o	Escape
giin'kwaabde	Sharp-toothed
giin'kojaane	Sharp-nosed
giin'kodoonetaa	Pout
giimtam	Eavesdrop
giimtaajge	Eavesdrop
giimoojnjige	Sneak
giimoodshe	Eavesdrop
giimoodkamgizi	Sneak
giimaatoo	Spy
giiknaamzo	Sting
giikmajiisne	Stitch
giikmajii	Twitch
giikiijiiwgizi	Ache
giikiidwe	Whine
giikiidaakwii	Limp
giikiibngoshdaabaan'go	Drowsy
giikdenmo	Chills
giigji	Frosty
giidnige	Fish
giibngwaam	Fall
giibjaane	Congested
giibgaabwi	Block
giibewse	Hobble
giibaaztaagzi	Nonsense
giibaazge	Lie
giibaandwe	Fall
giibaadshe	Mishear
ggwetaanwewegneshin	Ring
ggwetaanwewechge	Blast
ggwetaaniino	Abound
ggwetaanaazaawe	Shiner
ggwetaanaabkiza	Hot
ggwen'gazhwe	Race
ggwedaakwe	Shoot
ggwaansagtaagzi	Swear
ggishkaawso	Pregnant
ggishkaawe	Pregnant
ggishkaage	Pregnant
ggikonaanszekwe	Unpeeled
ggiinni	Talented
ggiibshen'i	Deaf
ggiibaaji-n'kwetam	Stupid
gezkonjge	Snatch
gezbiignige	Fold
getnaamtaagzi	Serious
getnaamaapne	Ill
getnaamaan'gidoon	Serious
getewaajma	Reminisce
getepogzi	Stale
geshwaakse	Loose
gegaan'gaadewse	Stride
gegaan'gaadebtoo	Stride
gdognikeshin	Sprain
gdogganese	Twist
gdogbiza	Roll
gdiskganese	Dislocate
gdiskdinmaagneshin	Dislocate
gdiskdinmaagnese	Dislocate
gdigzideshin	Twist
gdagoozii	Climb
gdagninjii	Mottled
gdagaan'giingwe	Freckled
gdaayaapne	Drown
gdaawoon'go	Sink
gdaanwe	Devour
gdaangobizo	Speed
gdaakiiyeyaakshkooza	Climb
gdaakiiyewebshkige	Bike
gdaakiiyeb'iwe	Flee
gdaakiiwebzo	Drive
gchitwaawkonye	Dressy
gchitwaawendam	Grateful
gchi-zhayaakaaza	Snobbish
gchi-piitzi	Aged
gchi-naapne	Ill
gchi-aakzi	Ill
gbwan'ka'ge	Chink
gbwaakza	Burn
gbozhe'ge	Close
gbozhaajge	Wet
gboza	Burn
gboneshin	Odor
gbonaamzo	Asphyxiate
gbonaamaawe	Drown
gbonaamaabaawe	Drown
gbonaabaawe	Drown
gbisgazhii	Constipated
gbigoojge	Close
gbendmishin	Winded
gbakgoojge	Close
gbakaazhwe	Pass
gbaji	Freeze
gbagoojge	Close
gbaatgwege	Dam
gbaanzhe'ge	Close
gbaakshe'ge	Close
gbaakoojge	Close
gbaagshe	Plug
gawaateshkbi	Shade
gawaate-nwebshin	Rest
gawaatebi	Shade
gaaza	Tell
gaatwenjge	Compassionate
gaaswewe	Quiet
gaaskzideyaashi	Scratch
gaaskzidebtoo	Rustle
gaaskgazhiiyaashi	Scratch
gaaskgazhiibtoo	Scratch
gaaskbizo	Scratch
gaashkwese	Stagger
gaashkjiibjige	Rustle
gaashkgazhiiyaashi	Scratch
gaashkgazhiibtoo	Scratch
gaashkbatoo	Scratch
gaashdamii	Tiptoe
gaasge	Small
gaasaaknike	Thin
gaasaakgaade	Thin
gaapzo	Crisp
gaapnjige	Crunch
gaanjwebo	Adrift
gaanjweb'o	Push
gaanjweb'ige	Push
gaanjmataagzi	Tease
gaanjiingwetaa	Grimace
gaanjgeshki	Tease
gaanjdage	Push
gaanjbo'o	Guzzle
gaakaapnjige	Crunch
gaakaapjiizo	Crisp
gaakaakjiizo	Crisp
gaakaajiingweni	Grimace
gaagiizhgaabwi	Ready
gaagiin'kotawge	Pointy
gaagiijtawge	Earache
gaagiijiingwe	Sore
gaagiidaabiigzi	Sore
gaagiidaabiignike	Sore
gaagiidaabiiggaade	Sore
gaagaakshiintaagzi	Crow
gaachweweshin	Soft
gaachne	Feign
gaachnazo	Soft
gaachge	Small
gaachdoonetaa	Pucker
gaachaaknike	Thin
gaachaakgaade	Thin
ekzidegaabwi	Tired
ekwijiishin	Imprint
ekwigzhiishin	Scratch
dzhiikaazo	Work
dwaawge	Drill
dpwewdam	Audible
dootoobzi	Spongy
dootoobjiizi	Spongy
dootoobgaade	Wobbly
doogshkaa	Stop
dooggaabwi	Stop
doogdaabiichge	Stop
doogbiza	Stop
doogbatoo	Stop
dnweweshin	Sound
dnoojtoo	Loiter
dnaan'gidoonshki	Chatty
dkooziin'i	Short
dkoozde	Short
dkoon'ke	Short
dkoonaamo	Breathless
dkoogwewe	Short
dkoogaade	Short
dkiyaa	Cold
dkamshkaa	Cross
dkamkozhwe	Row
dkamaawzo	Lead
dkamaabiishin	Cross
dgwaanzge	Run
dgwaanjge	Mix
dewtawge	Earache
dewndibeshin	Headache
dewndibe	Headache
dewmasde	Stomachache
dewgaade	Ache
detewjiishin	Bumpy
detewdiiyeshin	Sore
desninjiini	Reach
desjiishin	Sprawl
debweyaabkinaagne	Clatter
debwewezhaaza	Pee
debwewejiishin	Thud
debwewenaagne	Clatter
debwewegnaagne	Clatter
debnaakgiizhwe	Misuse
debnaakbii'ge	Sloppy
debnaagkonye	Sloppy
debkwaabiigniketaa	Reach
debbi	Room
debaan'gidoon	Talk
de-piitzi	Age
dditbijiitaa	Roll
ddibjiise	Roll
ddibewbiza	Drive
ddakwaaknikewji	Cold
ddakwaakndibewji	Cold
ddakwaakgaadewji	Cold
ddaatbii	Fast
ddaakwaaknike	Short
ddaakwaakboojge	Cut
dbasoon'gizi	Low
dbaabiignige	Measure
daatgikwetaa	Tilt
daatgikweshin	Tilt
daatbinaamo	Pant
daatbinese	Pant
daatbii	Fast
daatbanaamo	Pant
daataagzideshkooza	Trapped
daataagninjiishkooza	Trapped
daataagnikeshkooza	Trapped
daashkshin	Crack
daashkjiiza	Crack
daashkgizi	Crack
daashkaakza	Split
daapzidebnigo	Cramp
daapmasdeshkaa	Stitch
daapbin'go	Seizure
daangwaaboogdiiye	Obese
daangodyese	Shake
daadgokiise	Slip
daabsaawe	Smoke
chige	Do
chichaabi	Hallucinate
bzwaabiigtaa	Tangle
bzogganeshin	Sprain
bzogbokon	Sticky
bzhibge	Stab
bzangwaabse	Blink
bzaanzi	Quiet
bzaanmadbi	Still
bzaanendam	Calm
bzaanaakdabi	Still
bwin'kin'ge	Clean
bwennjii	Sweaty
bwaashaagnizde	Barefoot
btignese	Sprain
btigbiza	Roll
btendam	Grudge
btatgiingweshin	Bump
btagzideshin	Sprain
btagninjiishin	Sprain
btaan'gidoon	Slip
btaaksijge	STD
btaakjaaneshin	Bump
btaakgidgweshin	Bump
btaakgaadeshin	Bump
btaakbiza	Tied
bswewdam	Resonant
bskinnjiini	Flex
bskaabgoojin	Bounce
bskaabbii'ge	Reply
bsitaagzi	Innuendo
bsiigwaadzi	Unreliable
bshkweboojge	Shoot
bshkojiibnige	Pluck
bshkojiibjige	Pluck
bshkobiiwyeshkaa	Shed
bshigdiiyese	Slip
bshagwaandweshin	Slip
bshagdiiyese	Slip
bshagiishkbi	Dark
bshagiishkaakdabi	Dark
bshagdabi	Slip
bshagaandwe	Fall
bsaaso	Tanned
bsaakweni	Raise
boozaabaawe	Soaked
booz'omo	Fluent
booskinwe	Dimples
booskigwiiwii	Hollow
booskigwiiwe-zaagzi	Miser
booskigwiiwe	Hollow
booskitaambii	Greedy
boopoognaagzi	Broken
boopoogji-gdimaagzi	Poor
boopoogjidaapi	Fart
boonnaamo	Stop
boonmaagzi	Odorless
boong'ayaa	Listless
boonaakwe	Stop
boonaajmo	Stop
bookwendminaagzi	Despair
bookwendam	Despair
bookpigneshin	Break
booknaagzi	Slouchy
bookdiiyeshin	Break
boogjitaa	Fart
boogjimo	Sneezefart
boogjiiwii	Strainfart
bonkagne	Listless
bokneyaapne	Backache
boknaapne	Backache
bnoon'gise	Miss
bniskwaangdaasa	Spread
bnisiingwese	Droop
bnigndaasa	Miscount
bngwiiwnige	Ash
bngisiingwese	Droop
bngisdaabii	Dropoff
bngiishengizi	Few
bnagkojge	Peel
bnagbijge	Peel
bnagaabkoza	Cataract
bnaashkaa	Wander
bnaakwiiwe	Shed
bnaakwaanboojge	Harrow
bmoozhge	Shoot
bmoojge	Shoot
bmoonjge	Carry
bmoome	Carry
bmojge	Shoot
bmiweb'ige	Move
bmiswi	Fly
bminaawso	Raise
bmin'ge	Portage
bmijgaabwi	Sideways
bmiikaage	Serve
bmigwaashi	Flutter
bmidkwedaabaan'go	Driveby
bmibtoochge	Gallop
bmagwaashi	Flutter
bmaawnzo	Lead
bmaadgaazii	Puddle
bkwesjige	Cough
bkwenshkwo	Choke
bkwenezwaa	Smudge
bkweneyaabsige	Smoke
bkwenemaagzi	Smoky
bkwaawganeshkaa	Hackles
bkwaawganese	Hunch
bkwaakpiiyendam	Quandary
bkwaakpiinaama	Breathe
bkwaakdabi	Erect
bkwaabso	Puff
bkoyaa	Lump
bkonj'ige	Skin
bkomnagshin	Rest
bkojndibeyaashi	Decapitate
bkojndibeshin	Decapitate
bkojiizi	Bulge
bkojiimnagshin	Rest
bkodyechge	Pad
bkodye	Stickout
bkodaashi	Dislodge
bkodoode	Crawl
bkizhaawe	Gut
bkiteyaabiig'ige	Crank
bkijgooza	Hang
bkijdoonegdaaza	Pout
bkidoode	Crawl
bkidaakgoojge	Drape
bkewse	Turnoff
bkeshkaa	Turnoff
bkenaanmad	Shift
bkeb'iwe	Flee
bkaantaagzi	Different
bjibnigo	Chills
bisaanzo	Bruised
bisaan'giingwe	Shiner
biknaapne	Backache
biiweyaashi	Blow
biiwaabkonaagzi	Slim
biiwaabkon'ke	Skinny
biiwaabkogaade	Skinny
biitwaan'gidoon	Repeat
biitwaajiinyaanswi	Idiot
biitoowendam	Reconsider
biitooknowe	Layer
biitoojiiknowe	Layer
biitoodaase	Socks
biitaagnigiise	Crustwalk
biitaagnigii	Crustwalk
biispogzi	Bitter
biiskonyewengwaam	Sleepclothes
biisga'se	Chop
biisgaadewse	Tiny
biipiigwaashi	Shredded
biipiignaagzi	Wrecked
biipiigaabdeshin	Gnaw
biinsidyebi	Numb
biiniingwe	Clean
biingeyaajma	Mishaps
biindkweshin	Container
biindkijiishin	Insert
biindgejiishkwe	Track
biin'konye	Clean
biinaabwaazo	Enema
biinaabaawjigaazo	Dialysis
biimskodaabaan'go	Circle
biimskidyewaashi	Spin
biimkwe'ge	Crooked
biimdoowaabi	Hallucinate
biimdaamkagneni	Twist
biimaanweni	Twist
biimaak'oge	Crooked
biimaak'o	Crooked
biimaabi	Cross-eyed
biijmaasaawe	Aroma
biijmaagshin	Rot
biijbii'ge	Letter
biigwi'ge	Smash
biigwaashi	Break
biigtawgeyaashi	Eardrums
biig'oge	Smash
biig'age	Chop
biidwewemo	Thunder
biidko'mii	Icewalk
biidkizne	Shoes
biidaajmose	Talkwalk
biidaadgaakw'om	Icewalk
biibaagshe	Ringing
bi-yaaw	Arrive
bi-goonshin	Snowwalk
bgwendam	Futile
bgwaashaagnidye	Naked
bgwaashaagbmoomgo	Naked
bgwaashaagdiiyeptoo	Bare
bgosh'iwe	Points
bgonendbeshin	Skullhole
bgonejiizge	Bore
bgonnjiishkaa	Blisters
bgonnjiishin	Peel
bgojiin'ge	Gut
bgojii-yaa	Wild
bgisaange	Pantsdrop
bgijnezi	Painstop
bgidne	Painstop
bgidaangzhe	Retire
bgamoondaasa	Arrive
bgamaadgaa	Swim
bgamaabooza	Shore
bezhgo-gaade	One-legged
beshdaabaan'go	Near
beshaabiigmonaagzi	Streak
bejgaade-niimi	Waltz
bejdaabaan'go	Slowdrive
begdaashkone	Burp
bdek'omo	Rumble
bdangkweshkaa	Turn
bdakzidejin	Prick
bdakninjiijin	Prick
bdakdiiyejin	Prick
bdakaanzhe	Shaft
bdakaanweni	Tailraise
bdakaanwebtoo	Tailup
bdabaanweni	Tailtuck
bchibii'ge	Mistake
bbognezi	Holes
bbazngwaabse	Blink
bbaapiimkwe'ge	Zigzag
bbaamshkaa	Paddle
bbaamaawnzo	Follow
bbaamaaknige	Crutches
bbaagmi-dewkwe	Headache
bbaadkitawgese	Perk
bbaa-zhezhegaandnige	Waltz
bbaa-nda-gbeshi	Sleepplace
bbaa-nda-bzhikiike	Cowsearch
bbaa-nda-bzinjtoo	Spy
bbaa-naabi	Browse
bbaa-nanaabi	Browse
bbaa-gaagiiwnaajbatoo	Crazy
bazhaapi	Tease
babninjiiza	Warm
baazmaagzide	Stinky
baazmaagzi	Stink
baazmaagnese	Badbreath
baayiyaa	Wander
baayinaabi	Browse
baatiino	Numerous
baatebiishin	Dry
baataajiishkwagshin	Stuck
baasza	Crack
baasnike	Swollen
baaskwagzi	Hemorrhage
baashkjiiyaabwe	Burst
baashkbii	Burst
baashjigmizekwe	Boilover
baasganeshin	Fracture
baasgaade	Swollen
baasaakji	Crack
baapzhi'we	Jest
baapiingweni	Smile
baapiijige	Dust
baapaasjiizo	Crackle
baapaasgizi	Crack
baapaagsig'ige	Knock
baapaagshkine	Stuffed
baapaagjiishkne	Stuffed
baapaagdiiyese	Bumpy
baamshkaa	Paddle
baamoode	Crawl
baambiza	Ride
baambatoo	Run
baamaakpoozo	Drift
baamaadgaazii	Wade
baakpiignige	Open
baakoojge	Open
baakji-maajtaa	Finish
baakiignige	Turn
baakdooneni	Open
baakdaatesjige	Finish
baagzide	Swollen
baagskiigzideshin	Slap
baagshin	Swell
baagndibe	Bump
baabiitoowendam	Uncertain
baabiitoowaajma	Repeat
baabiinshkade	Laxative
baabiimdaamkagnese	Wag
baabaagdema	Bawl
aazhoowaabi	Cross-eyed
aazhoonaandam	Appetite
aazhgebzo	Drive
aazhdewaabi	Cross-eyed
aatebweza	Cool
aaswaakchige	Brace
aasmishin	Lean
aaskiige	Attendant
aasgaadepza	Bandaged
aasgaabwitaage	Support
aapjigiiweshin	Stiffneck
aapjibii	Drink
aapdanaabaagwe	Thirst
aanwenjge	Change
aanpiza	Rebandage
aanoodnaandam	Famished
aanoodnaabaagwe	Parched
aanoodendaagzi	Troublesome
aanoodbweza	Sweat
aanjnik'o	Crutches
aanji-dbaajmo	Repeat
aanji-aabjichge	Reuse
aanjchige	Change
aangshiimi	Son-in-law
aandaanzge	Paint
aan'kwaabiignige	Boost
aan'koon'ge	Pass
aan'koojke	Extend
aan'kanootmaage	Translate
aakziike	Sickchild
aakwiyaa	Settle
aakwaadnaagzi	Stern
aakwaabiignike	Length
aakoon'ke	Length
aakoogaade	Length
aajbiishin	Blocked
aagwiitoowendam	Reconsider
aagwiitwaawaajma	Repeat
aagootaagzi	Euphemism
aagnewendam	Disagree
aagde'e	Gag
aadoobii	Haul
aadgaamgishin	Blocked
aabzikooza	Crushed
aabzikaa	Continue
aabtoobiishin	Tipsy
aaboojganetaa	Bend
aaboodshin	Upside-down
aabjibii	Drunk
aabiitwaajma	Repeat
aabiitwaan'gidoon	Repeat
aabdanaandam	Hungry
aabdanaabaagwe	Thirsty
aabdakmigzi	Occupied
aabdaakzi	Continuous
aabdaakdabi	Sit
gwiidaabooza	Float
gwigkaa	Die
gwidkome	Lice
gwetaazhiini	Teem
gwetaaniini	Teem
gwetaanaakdazo	Skinny
gwetaan'giza	Expensive
gwekwekshin	Toss
gwekwekaashi	Zigzag
miikwaanaashke	Guide
miikwaagnige	Match
miiksachge	Match
miiknoge	Match
miiknige	Match
miiknaashkge	Trail
miidshin	Crap
miidngwaam	Crap
mgoshkaaztaagzi	Bother
mgoshkaajdabi	Fidget
megzi	Stranger
megzekwe	Novel
megpogzi	Novel
megpijge	Novel
megnjige	Novel
megi-zhayaa	Strange
megaabi	Sights
mdweyaakbiiyge	Write
mdweyaabiigbijge	Strum
mdwewejaanengwaam	Snore
mdeyaabiigbijge	Strum
mbin'keni	Raise
mbiigweyaabkinaagne	Racket
mbiigwewetoo	Noise
mbiigwewenaama	Breathe
mbigaabwi	Stand
mbidyeni	Raise
mbidyebi	Raise
mbazhtaagzi	Entice
mbazhbatoo	Busy
mbazhaan'gidooneyaashi	Chatter
mbazhaan'gidoon	Chatter
mbaazmaagzi	Stink
mbaanwese	Flip
mbaakgaadese	Fly
majnaashkaage	Order
magndibe	Scabs
maawnzo	Pick
maawndoobiiyge	Add
maat'ookii	Divvy
maaskgi	Stunted
maanaajnikaaza	Badname
maanaajchigaaza	Poorly
maanaadngwaam	Badsleep
maamoozhwaagnigaadese	Scissor
maamgo'aajmo	News
maamgin'ge	Gather
maajiigdaaza	Huff
maadaabdeshin	Chew
kwegshin	Crumpled
kwegnige	Lift
kwaandweb'iwe	Flee
kwaakoon'gizi	Length
kozoobiisjige	Barrel
kozdetaa	Move
kozdeni	Move
koshwese	Stagger
koshkwedkokii	Stagger
koshkwebzo	Weave
konjiitaa	Move
konnjiini	Move
kon'ketaa	Move
kon'keni	Move
komaagzi	Scent
kogaadetaa	Move
kogaadeni	Move
kodaanziib'iwe	Flee
kodaandweb'iwe	Flee
kashkshew'o	Sundogs
jijiingwese	Faceplant
jijboojge	Guzzle
jiitnizi	Robust
jiishbooza	Swept
jiingwewebza	Rumble
jiikaajge	Scale
jiigskweg'o	Bleed
jiigaan'kwekza	Trim
jiibjigaadebi	Rigid
jiibaatgo-bmase	Stations
jigaaza	Told
jaanminaashkaage	Rush
jaanmidaamkagnese	Chew
jaanmaan'gidooneyaashi	Talk
jaagnige	Deplete
jaagninjiiza	Burn
jaagdooneza	Burn
jaagbiiygese	Dry
gziibiiydiza	Erase
gzigshkooza	Pressed
gzhiiyaanza	Bright
gyakwaadzi	Good
gwiskzi	Bleed
gwinaandam	Keel
gwiishkshweyaan'gidoon	Whistle
gwiishkshweyaabde-n'gama	Whistle
gwiikshwiiyaan'gidoon	Whistle
gwiijdiiyeni	Raise
gwiijdiiyebi	Raise
nwebshin	Rest
nwaandizo	Boast
ntamshin	First
ntaawaadge	Swimmer
ntaawaadgaa	Swimmer
nso-gnagzi	Date
nso-giizsagzi	Months
nsidwinaagzi	Recognizable
nsidwaabi	Recognize
nshkaataagzi	Angry
nshkaaj'iyaa	Angry
nshaagwaadzi	Stern
npazna'ge	Pawn
nowaamo	Peaceful
noongwewebza	Stop
noondenaama	Breathless
nookshin	Loose
nookkishin	Wobbly
nookkamga'ge	Till
nookiigaashi	Softened
nookdiiyebi	Soft
noodza	Fire
nnishknakii	Angry
nnishkaangzhe	Angry
nniizaanaangzhe	Dangerous
nnichiiyiingwetaa	Faces
nnepaadshe	Hearing
nnangpwaagne	Shaky
nnangnige	Shaky
nnanaawshin	Adjust
nnagjiiyaapi	Chortle
nnagjii	Ticklish
nnagjii'iyaa	Ticklish
nnaawshin	Adjust
nnaawkamga'ge	Level
nnaawendam	Rest
nnaawdaabaan'ke	Fix
nnaapgaanji-gkaa	Decrepit
nnaakweshkaage	Traffic
nnaakwe	Drop
nnaa'aabiig'ige	Fix
nmegzhiishin	Scratch
nmedyeshin	Imprint
njijii	Commute
njii	Depart
njajii	Commute
ninwebii	Drink
nimko'om	Thunder
nimgaa	Dance
nimdaabiichge	Drive
nimdaabii	Transport
nimaandwe	Climb
nimaagshkooza	Trudge
nimaadgaa	Swim
nimaabiishin	Extend
nikdezi	Width
niizhoon'ketaa	Embrace
niizhookwewe	Polygamy
niiwgiizsagzi	Infant
niiskkamgizi	Disturb
niiskaajngoshi	Grumpy
niiskiingwese	Grimace
niiskgatgweni	Frown
niiskbijge	Mess
niiskaabdetaa	Grimace
niiskaabdeni	Grimace
niisaandweb'iwe	Flee
niisaam'am	Paddle
niisaakiiyebtoose	Run
niipnizi	Floppy
niingnopwaagne	Shaky
niimnaagne	Hold
niim'idiiwewechge	Play
niigaanaajmo	Prophesy
nigiizhwe	Muddle
nigiizhgwe	Confused
ni-yaa	Travel
ngoshkwe	Overgrown
ngo-giizsagzi	Infant
nepaadshkiinzhgwe	Cross-eyed
nepaadaakwige	Crooked
negoodebtoo	Run
negoodeb'iwe	Flee
negaajtaagzi	Whimper
ndweweshin	Broadcast
ndambatoo	Preoccupied
ndamaabi	Preoccupied
ndaawaaktaa	Flail
ndaatesjige	Broadcast
ndaapi	Laugh
ndaakwe	Shoot
ndaajiin'ge	Rummage
ndaagne	Walk
ndaadziike	Duplicate
ndaawaakgaadetaa	Flail
nchiiwtaagzi	Argue
nchiiwtaa	Zealous
nchiiwmaagzide	Smelly
nchiiwmaagzi	Smelly
nchiiwmaagninjii	Smelly
nchiiwko'om	Thunder
nchiiwkizaawe	Boisterous
nbooke	Bereavement
nbejiiza	Sleep
nbejiiyaasa	Sleep
nbegdaaza	Sleep
nbedema	Sleep
nbedaabaan'go	Sleep
nbechge	Sleep
nbagiingwe	Flat
nbagdiiye	Flat
nbagdengwe	Flat
nanwebii	Drink
nakiitaage	Employed
nagzhiike	Sausage
nabnizi	Lose
naasaapse	Replace
naanwese	Flick
naanoongshkaa	Stop
naanookdaawngitoo	Soften
naanookaangitoo	Soften
naaniigaanbiza	Rush
naangwizi	Docile
naanaaknamaakwii	Hang
naajnaashkaage	Order
naagnige	Weave
naagdinmaakwii	Hang
naagdawenjge	Care
naabza	Blinded
naabninjiishin	Loop
naabgwese	Snare
n'kweshkaage	Meet
n'keweb'iwe	Flee
n'gaawaasin	Stopped
n'gaawaashi	Stopped
n'gaanpon	Pick
n'gaanmaakwii	Hold
mzinbii'gaaza	Drawn
mzhinwewi	Intermediary
mzhiishk'ige	Weed
mzhii'ge	Clear
myegzekwe	Cook
myegshin	Lie
myegnjige	Eat
myegaabi	See
myagaabi	See
myaawtaa	Rise
mwinza	Pick
mswaabi	Enticed
mskwaagmishkiinzhgwe	Bloodshot
mskwaabminaagzi	Reddish
mskojiiza	Brown
mshkawkiigaabwi	Stand
mshkawaakwii	Hang
mshkawaakmin'gizi	Hard
mshkawbijge	Grip
moozideshin	Step
moozhganjge	Eat
mookkwetaa	Raise
mookjiitaa	Emerge
mookii	Emerge
mookaabiig'ige	Hook
mookaabaawe	Emerge
mom'owi	Whimper
mnwegnige	Deal
mnwaabkizaawe	Tipsy
mno-piitaabkizaawe	Tipsy
mnopiichbii	Tipsy
mnogaade	Shapely
mno-piitzo	Cooked
mno-gwaakzo	Ride
mnjitaa	Treat
mnikwepdamaage	Drink
mniiwtawge	Infection
mniiwgazhii	Pus
mniiwaabde	Abscess
mngikza	Big
mndida	Big
mndaamniiwzide	Corns
mnatoo	Pleasant
mnan'kaaza	Nice
mnajiizge	Rising
mnajiiza	Rising
mnachgaaza	Designed
mmookii	Guide
mminwaakdabi	Sit
mminshin	Recline
mminbiza	Glide
mminbagza	Dance
mmiiznikjige	Carve
mmigne	Squirm
mmeskwaabminaagzi	Tempting
mmeskwaabi	Tempted
mmesknaagzi	Desirable
mmaanjiini	Perform
mmaangkoza	Pieces
mmaangdoodooshme	Breasts
mmaandaawzekwe	Cook
mmaajninjiitaa	Move
mmaajiingwetaa	Grimace
mmaajiingweni	Grimace
mmaajgaadetaa	Move
mma'ookii	Guide
mkadeyaanzaawe	Black
mkadeyaan'giingwe	Black
mkadeyaabde	Black
mkadewshkiinzhgwe	Black
mkadewiingwe	Black
mkaamjishin	Unconscious
mkaamdam	Faint
mjiskaage	Farewell
miiwnooza	Driven
miiwnaza	Drive
miishiingwedaabaan'gwe	Beard
miishiingwedaabaan'go	Speed
wiisgigaadeshin	Hurt
wiisgidyeshin	Hurt
wiisgange	Bite
wiisgaawganeshin	Hurt
wiisgaasge	Hot
wiisgaasa	Scorched
wiisgaakshkade	Diarrhea
wiisgaakshin	Sore
wiinskiigme	Runny
wiinaakgwe	Congested
wiimbweweshin	Ring
wiikshkaa	Drawn
wiiknasbii	Pull
wiiknaama	Inhale
wiiji-mzinaakzigoo	Picture
wiijgendaage	Board
wiidbinge	Sit
wiibdaakaaza	Dentures
wiibdaa	Teeth
wewiibnaashkaage	Hurry
wewiibendam	Impatient
wewebaabiigdoodooshmebtoo	Swinging
wenpazhtaagzi	Easy
wenpanenmaa	Easy
wenpanbiiygaaza	Simple
wenpanaabminaagzi	Easy
webiiyaashi	Fall
wanibzo	Lost
waawyemin'gizi	Round
waawyejiizi	Round
waawyedengwe	Round
waawiinjganezi	Renowned
waawaabshkaabshkaa	Roll
waatkomaage	Beckon
waaskwaabkizi	Shiny
waaskwaabkiza	Shiny
waasiingweza	Glow
waasaabzo	Blinded
waannikwe'ge	Steer
waan'kiiyendaagzi	Trustworthy
waangwizi	Tame
waagjiise	Hunched
waaggaadese	Bowlegged
waabshkizde	White
waabshkiiwechge	Powder
waabshkiingwechge	Powder
waabnagaakzide	Pale
waabnagaakninjii	Pale
tibaakshin	Coiled
taxi-daabaan'go	Taxi
taasa	Shelf
sweyaashi	Dispersed
swekii'ge	Transplant
spogaadebi	Sit
skikweshin	Rest
skidooneshin	Rest
skanaabiignike	Skinny
skanaabiiggwewe	Skinny
skanaabiiggaade	Skinny
skaabkizekwe	Boil
skaabkiza	Boil
siisiitoonwi	Hooky
sidaawendam	Grieve
siboojge	Sharpen
siboodaasmi	Sharpen
shpaawgendam	Anxious
shpaawendam	Anxious
shoodaakgaabwi	Flush
shoodaakdiiyebi	Flush
shoodaakdabi	Flush
shoodaakbiza	Roll
shkwaashin	Die
shkwaandwebtoo	Run
shkwaanaama	Breathe
shkwaabza	Worn
shkikwe'ge	Steer
shkikaa	Turn
shkaawgane	Ache
shkaawgan	Ache
shagwaadzi	Rude
shagkamga'ge	Till
saswin'ke	Nest
saswaan'ke	Nest
sasnike	Nest
sasaazi	Skittish
samaan'gidoon	Feisty
samaagne	Trudge
psikbiiygese	Stick
powdii-ke	Makeup
poojge	Plow
pokjiishin	Lounge
pogzitaagzi	Tease
pogdizshki	Prankster
pogdizi	Pranks
pishgobjige	Drop
pisaaknike	Bruised
pisaakgaade	Bruised
pisaabi	Bruised
piitoodebtoo	Scamper
piitaawaakwii	REDIRECT
piitaawaakwe	REDIRECT
piitaan'gidoon	Talk
